driver,year,round,race_name,date,constructor,grid,finish_pos,points,status,status_cat,laps,is_street,sprint_points
OCO,2024,1,Bahrain Grand Prix,2024-03-02,Alpine F1 Team,19,17.0,0.0,Lapped,Classified,56,0,0.0
OCO,2024,2,Saudi Arabian Grand Prix,2024-03-09,Alpine F1 Team,17,13.0,0.0,Lapped,Classified,49,1,0.0
OCO,2024,3,Australian Grand Prix,2024-03-24,Alpine F1 Team,15,16.0,0.0,Lapped,Classified,57,0,0.0
OCO,2024,4,Japanese Grand Prix,2024-04-07,Alpine F1 Team,15,15.0,0.0,Lapped,Classified,52,0,0.0
OCO,2024,5,Chinese Grand Prix,2024-04-21,Alpine F1 Team,13,11.0,0.0,Finished,Finished,56,0,0.0
OCO,2024,6,Miami Grand Prix,2024-05-05,Alpine F1 Team,13,10.0,1.0,Finished,Finished,57,0,0.0
OCO,2024,7,Emilia Romagna Grand Prix,2024-05-19,Alpine F1 Team,12,14.0,0.0,Lapped,Classified,62,0,0.0
OCO,2024,8,Monaco Grand Prix,2024-05-26,Alpine F1 Team,11,,0.0,Retired,Retired (cause unknown),0,1,0.0
OCO,2024,9,Canadian Grand Prix,2024-06-09,Alpine F1 Team,18,10.0,1.0,Finished,Finished,70,0,0.0
OCO,2024,10,Spanish Grand Prix,2024-06-23,Alpine F1 Team,8,10.0,1.0,Finished,Finished,66,0,0.0
OCO,2024,11,Austrian Grand Prix,2024-06-30,Alpine F1 Team,10,12.0,0.0,Finished,Finished,71,0,0.0
OCO,2024,12,British Grand Prix,2024-07-07,Alpine F1 Team,18,16.0,0.0,Lapped,Classified,50,0,0.0
OCO,2024,13,Hungarian Grand Prix,2024-07-21,Alpine F1 Team,19,18.0,0.0,Lapped,Classified,69,0,0.0
OCO,2024,14,Belgian Grand Prix,2024-07-28,Alpine F1 Team,9,9.0,2.0,Finished,Finished,44,0,0.0
OCO,2024,15,Dutch Grand Prix,2024-08-25,Alpine F1 Team,15,15.0,0.0,Lapped,Classified,71,0,0.0
OCO,2024,16,Italian Grand Prix,2024-09-01,Alpine F1 Team,15,14.0,0.0,Lapped,Classified,52,0,0.0
OCO,2024,17,Azerbaijan Grand Prix,2024-09-15,Alpine F1 Team,20,15.0,0.0,Lapped,Classified,50,1,0.0
OCO,2024,18,Singapore Grand Prix,2024-09-22,Alpine F1 Team,15,13.0,0.0,Lapped,Classified,61,1,0.0
OCO,2024,19,United States Grand Prix,2024-10-20,Alpine F1 Team,12,18.0,0.0,Lapped,Classified,55,0,0.0
OCO,2024,20,Mexico City Grand Prix,2024-10-27,Alpine F1 Team,0,13.0,0.0,Lapped,Classified,70,0,0.0
OCO,2024,21,São Paulo Grand Prix,2024-11-03,Alpine F1 Team,4,2.0,18.0,Finished,Finished,69,0,0.0
OCO,2024,22,Las Vegas Grand Prix,2024-11-23,Alpine F1 Team,11,17.0,0.0,Lapped,Classified,49,1,0.0
OCO,2024,23,Qatar Grand Prix,2024-12-01,Alpine F1 Team,20,,0.0,Retired,Retired (cause unknown),0,0,0.0
OCO,2025,1,Australian Grand Prix,2025-03-16,Haas F1 Team,19,13.0,0.0,Finished,Finished,57,0,0.0
OCO,2025,2,Chinese Grand Prix,2025-03-23,Haas F1 Team,11,5.0,10.0,Finished,Finished,56,0,0.0
OCO,2025,3,Japanese Grand Prix,2025-04-06,Haas F1 Team,18,18.0,0.0,Finished,Finished,53,0,0.0
OCO,2025,4,Bahrain Grand Prix,2025-04-13,Haas F1 Team,14,8.0,4.0,Finished,Finished,57,0,0.0
OCO,2025,5,Saudi Arabian Grand Prix,2025-04-20,Haas F1 Team,19,14.0,0.0,Finished,Finished,50,1,0.0
OCO,2025,6,Miami Grand Prix,2025-05-04,Haas F1 Team,9,12.0,0.0,Finished,Finished,57,0,0.0
OCO,2025,7,Emilia Romagna Grand Prix,2025-05-18,Haas F1 Team,18,,0.0,Retired,Retired (cause unknown),27,0,0.0
OCO,2025,8,Monaco Grand Prix,2025-05-25,Haas F1 Team,8,7.0,6.0,Lapped,Classified,77,1,0.0
OCO,2025,9,Spanish Grand Prix,2025-06-01,Haas F1 Team,16,16.0,0.0,Finished,Finished,66,0,0.0
OCO,2025,10,Canadian Grand Prix,2025-06-15,Haas F1 Team,14,9.0,2.0,Lapped,Classified,69,0,0.0
OCO,2025,11,Austrian Grand Prix,2025-06-29,Haas F1 Team,17,10.0,1.0,Lapped,Classified,69,0,0.0
OCO,2025,12,British Grand Prix,2025-07-06,Haas F1 Team,14,13.0,0.0,Finished,Finished,52,0,0.0
OCO,2025,13,Belgian Grand Prix,2025-07-27,Haas F1 Team,11,15.0,0.0,Finished,Finished,44,0,4.0
OCO,2025,14,Hungarian Grand Prix,2025-08-03,Haas F1 Team,17,16.0,0.0,Lapped,Classified,69,0,0.0
OCO,2025,15,Dutch Grand Prix,2025-08-31,Haas F1 Team,18,10.0,1.0,Finished,Finished,72,0,0.0
OCO,2025,16,Italian Grand Prix,2025-09-07,Haas F1 Team,15,15.0,0.0,Lapped,Classified,52,0,0.0
OCO,2025,17,Azerbaijan Grand Prix,2025-09-21,Haas F1 Team,20,14.0,0.0,Finished,Finished,51,1,0.0
OCO,2025,18,Singapore Grand Prix,2025-10-05,Haas F1 Team,17,18.0,0.0,Lapped,Classified,61,1,0.0
OCO,2025,19,United States Grand Prix,2025-10-19,Haas F1 Team,17,15.0,0.0,Finished,Finished,56,0,0.0
OCO,2025,20,Mexico City Grand Prix,2025-10-26,Haas F1 Team,11,9.0,2.0,Finished,Finished,71,0,0.0
OCO,2025,21,São Paulo Grand Prix,2025-11-09,Haas F1 Team,20,12.0,0.0,Finished,Finished,71,0,0.0
OCO,2025,22,Las Vegas Grand Prix,2025-11-23,Haas F1 Team,13,9.0,2.0,Finished,Finished,50,1,0.0
OCO,2025,23,Qatar Grand Prix,2025-11-30,Haas F1 Team,16,15.0,0.0,Lapped,Classified,56,0,0.0
OCO,2025,24,Abu Dhabi Grand Prix,2025-12-07,Haas F1 Team,8,7.0,6.0,Finished,Finished,58,0,0.0
OCO,2026,1,Australian Grand Prix,2026-03-08,Haas F1 Team,13,11.0,0.0,Lapped,Classified,57,0,0.0
OCO,2026,2,Chinese Grand Prix,2026-03-15,Haas F1 Team,13,14.0,0.0,Lapped,Classified,55,0,0.0
OCO,2026,3,Japanese Grand Prix,2026-03-29,Haas F1 Team,12,10.0,1.0,Finished,Finished,53,0,0.0
