Driver,Compound,Stint,LapNumber,LapTime,PitInTime,TrackStatus,year,round,race_name
GAS,MEDIUM,2.0,4.0,0 days 00:01:12.253000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,2.0,5.0,0 days 00:01:11.836000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,2.0,6.0,0 days 00:01:11.213000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,2.0,7.0,0 days 00:01:11.092000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,2.0,8.0,0 days 00:01:11.638000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,2.0,9.0,0 days 00:01:11.290000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,2.0,10.0,0 days 00:01:11.155000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,2.0,11.0,0 days 00:01:10.883000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,2.0,12.0,0 days 00:01:11.256000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,2.0,13.0,0 days 00:01:11.110000,,12,2023,9,Austrian Grand Prix
GAS,MEDIUM,2.0,14.0,0 days 00:01:20.634000,0 days 01:20:19.684000,26,2023,9,Austrian Grand Prix
GAS,HARD,3.0,15.0,0 days 00:01:47.588000,,67,2023,9,Austrian Grand Prix
GAS,HARD,3.0,16.0,0 days 00:01:13.388000,,71,2023,9,Austrian Grand Prix
GAS,HARD,3.0,17.0,0 days 00:01:10.588000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,18.0,0 days 00:01:10.028000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,19.0,0 days 00:01:10.730000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,20.0,0 days 00:01:10.488000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,21.0,0 days 00:01:10.379000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,22.0,0 days 00:01:10.538000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,23.0,0 days 00:01:10.592000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,24.0,0 days 00:01:10.345000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,25.0,0 days 00:01:10.541000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,26.0,0 days 00:01:10.662000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,27.0,0 days 00:01:10.649000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,28.0,0 days 00:01:10.670000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,29.0,0 days 00:01:11.188000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,30.0,0 days 00:01:10.948000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,31.0,0 days 00:01:10.755000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,32.0,0 days 00:01:11.156000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,33.0,0 days 00:01:10.843000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,34.0,0 days 00:01:11.693000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,35.0,0 days 00:01:11.074000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,36.0,0 days 00:01:11.142000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,37.0,0 days 00:01:11.214000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,38.0,0 days 00:01:11.148000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,39.0,0 days 00:01:11.132000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,40.0,0 days 00:01:11.112000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,41.0,0 days 00:01:11.044000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,42.0,0 days 00:01:11.960000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,43.0,0 days 00:01:11.116000,,1,2023,9,Austrian Grand Prix
GAS,HARD,3.0,44.0,0 days 00:01:15.568000,0 days 01:56:29.911000,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,45.0,0 days 00:01:33.210000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,46.0,0 days 00:01:09.157000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,47.0,0 days 00:01:09.241000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,48.0,0 days 00:01:09.046000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,49.0,0 days 00:01:09.135000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,50.0,0 days 00:01:09.313000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,51.0,0 days 00:01:09.365000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,52.0,0 days 00:01:09.301000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,53.0,0 days 00:01:09.289000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,54.0,0 days 00:01:09.391000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,55.0,0 days 00:01:09.501000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,56.0,0 days 00:01:09.437000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,57.0,0 days 00:01:09.507000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,58.0,0 days 00:01:09.731000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,59.0,0 days 00:01:09.619000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,60.0,0 days 00:01:09.553000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,61.0,0 days 00:01:09.716000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,62.0,0 days 00:01:09.908000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,63.0,0 days 00:01:09.917000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,64.0,0 days 00:01:10.175000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,65.0,0 days 00:01:10.896000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,66.0,0 days 00:01:10.111000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,67.0,0 days 00:01:09.965000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,68.0,0 days 00:01:10.681000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,69.0,0 days 00:01:10.173000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,70.0,0 days 00:01:09.781000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,4.0,71.0,0 days 00:01:10.344000,,1,2023,9,Austrian Grand Prix
OCO,MEDIUM,1.0,1.0,0 days 00:01:35.116000,,124,2023,9,Austrian Grand Prix
OCO,MEDIUM,1.0,2.0,0 days 00:01:59.895000,0 days 01:05:18.372000,4,2023,9,Austrian Grand Prix
OCO,MEDIUM,2.0,3.0,0 days 00:01:47.299000,,41,2023,9,Austrian Grand Prix
OCO,MEDIUM,2.0,4.0,0 days 00:01:12.399000,,1,2023,9,Austrian Grand Prix
OCO,MEDIUM,2.0,5.0,0 days 00:01:12.637000,,1,2023,9,Austrian Grand Prix
OCO,MEDIUM,2.0,6.0,0 days 00:01:11.470000,,1,2023,9,Austrian Grand Prix
OCO,MEDIUM,2.0,7.0,0 days 00:01:11.097000,,1,2023,9,Austrian Grand Prix
OCO,MEDIUM,2.0,8.0,0 days 00:01:11.441000,,1,2023,9,Austrian Grand Prix
OCO,MEDIUM,2.0,9.0,0 days 00:01:11.456000,,1,2023,9,Austrian Grand Prix
OCO,MEDIUM,2.0,10.0,0 days 00:01:11.654000,,1,2023,9,Austrian Grand Prix
OCO,MEDIUM,2.0,11.0,0 days 00:01:11.621000,,1,2023,9,Austrian Grand Prix
OCO,MEDIUM,2.0,12.0,0 days 00:01:11.542000,,1,2023,9,Austrian Grand Prix
OCO,MEDIUM,2.0,13.0,0 days 00:01:11.561000,,12,2023,9,Austrian Grand Prix
OCO,MEDIUM,2.0,14.0,0 days 00:01:22.570000,0 days 01:20:25.871000,26,2023,9,Austrian Grand Prix
OCO,HARD,3.0,15.0,0 days 00:01:46.235000,,671,2023,9,Austrian Grand Prix
OCO,HARD,3.0,16.0,0 days 00:01:10.789000,,1,2023,9,Austrian Grand Prix
OCO,HARD,3.0,17.0,0 days 00:01:11.507000,,1,2023,9,Austrian Grand Prix
OCO,HARD,3.0,18.0,0 days 00:01:11.263000,,1,2023,9,Austrian Grand Prix
OCO,HARD,3.0,19.0,0 days 00:01:11.469000,,1,2023,9,Austrian Grand Prix
OCO,HARD,3.0,20.0,0 days 00:01:11.399000,,1,2023,9,Austrian Grand Prix
OCO,HARD,3.0,21.0,0 days 00:01:11.318000,,1,2023,9,Austrian Grand Prix
OCO,HARD,3.0,22.0,0 days 00:01:10.919000,,1,2023,9,Austrian Grand Prix
OCO,HARD,3.0,23.0,0 days 00:01:11.129000,,1,2023,9,Austrian Grand Prix
OCO,HARD,3.0,24.0,0 days 00:01:11.020000,,1,2023,9,Austrian Grand Prix
OCO,HARD,3.0,25.0,0 days 00:01:10.796000,,1,2023,9,Austrian Grand Prix
OCO,HARD,3.0,26.0,0 days 00:01:11.272000,,1,2023,9,Austrian Grand Prix
OCO,HARD,3.0,27.0,0 days 00:01:10.937000,,1,2023,9,Austrian Grand Prix
OCO,HARD,3.0,28.0,0 days 00:01:10.877000,,1,2023,9,Austrian Grand Prix
OCO,HARD,3.0,29.0,0 days 00:01:11.006000,,1,2023,9,Austrian Grand Prix
OCO,HARD,3.0,30.0,0 days 00:01:11.239000,,1,2023,9,Austrian Grand Prix
OCO,HARD,3.0,31.0,0 days 00:01:11.009000,,1,2023,9,Austrian Grand Prix
OCO,HARD,3.0,32.0,0 days 00:01:11.322000,,1,2023,9,Austrian Grand Prix
OCO,HARD,3.0,33.0,0 days 00:01:10.978000,,1,2023,9,Austrian Grand Prix
OCO,HARD,3.0,34.0,0 days 00:01:11.167000,,1,2023,9,Austrian Grand Prix
OCO,HARD,3.0,35.0,0 days 00:01:10.973000,,1,2023,9,Austrian Grand Prix
OCO,HARD,3.0,36.0,0 days 00:01:11.036000,,1,2023,9,Austrian Grand Prix
OCO,HARD,3.0,37.0,0 days 00:01:11.115000,,1,2023,9,Austrian Grand Prix
OCO,HARD,3.0,38.0,0 days 00:01:11.585000,,1,2023,9,Austrian Grand Prix
OCO,HARD,3.0,39.0,0 days 00:01:11.904000,,1,2023,9,Austrian Grand Prix
OCO,HARD,3.0,40.0,0 days 00:01:15.171000,0 days 01:51:55.338000,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,41.0,0 days 00:01:36.628000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,42.0,0 days 00:01:10.432000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,43.0,0 days 00:01:10.741000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,44.0,0 days 00:01:10.245000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,45.0,0 days 00:01:10.541000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,46.0,0 days 00:01:10.451000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,47.0,0 days 00:01:09.967000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,48.0,0 days 00:01:09.982000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,49.0,0 days 00:01:10.003000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,50.0,0 days 00:01:09.797000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,51.0,0 days 00:01:11.141000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,52.0,0 days 00:01:09.947000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,53.0,0 days 00:01:09.868000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,54.0,0 days 00:01:09.849000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,55.0,0 days 00:01:11.047000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,56.0,0 days 00:01:10.035000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,57.0,0 days 00:01:10.090000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,58.0,0 days 00:01:09.972000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,59.0,0 days 00:01:09.992000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,60.0,0 days 00:01:09.981000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,61.0,0 days 00:01:10.072000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,62.0,0 days 00:01:10.151000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,63.0,0 days 00:01:10.244000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,64.0,0 days 00:01:12.008000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,65.0,0 days 00:01:10.435000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,66.0,0 days 00:01:10.267000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,67.0,0 days 00:01:10.008000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,68.0,0 days 00:01:10.357000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,69.0,0 days 00:01:10.260000,,1,2023,9,Austrian Grand Prix
OCO,HARD,4.0,70.0,0 days 00:01:10.043000,,1,2023,9,Austrian Grand Prix
GAS,MEDIUM,1.0,1.0,0 days 00:01:41.014000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,2.0,0 days 00:01:34.706000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,3.0,0 days 00:01:33.605000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,4.0,0 days 00:01:33.349000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,5.0,0 days 00:01:33.863000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,6.0,0 days 00:01:34.143000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,7.0,0 days 00:01:34.399000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,8.0,0 days 00:01:33.905000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,9.0,0 days 00:01:33.592000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,10.0,0 days 00:01:33.855000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,11.0,0 days 00:01:33.836000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,12.0,0 days 00:01:33.705000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,13.0,0 days 00:01:33.683000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,14.0,0 days 00:01:33.843000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,15.0,0 days 00:01:33.769000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,16.0,0 days 00:01:33.535000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,17.0,0 days 00:01:33.138000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,18.0,0 days 00:01:33.291000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,19.0,0 days 00:01:33.199000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,20.0,0 days 00:01:33.248000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,21.0,0 days 00:01:33.098000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,22.0,0 days 00:01:33.168000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,23.0,0 days 00:01:32.846000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,24.0,0 days 00:01:33.164000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,25.0,0 days 00:01:33.098000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,26.0,0 days 00:01:33.243000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,27.0,0 days 00:01:32.988000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,28.0,0 days 00:01:33.255000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,29.0,0 days 00:01:33.283000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,30.0,0 days 00:01:33.299000,,1,2023,10,British Grand Prix
GAS,MEDIUM,1.0,31.0,0 days 00:01:33.391000,0 days 01:50:29.495000,1,2023,10,British Grand Prix
GAS,SOFT,2.0,32.0,0 days 00:02:06.804000,,126,2023,10,British Grand Prix
GAS,SOFT,2.0,33.0,0 days 00:02:08.973000,,64,2023,10,British Grand Prix
GAS,SOFT,2.0,34.0,0 days 00:02:05.716000,,4,2023,10,British Grand Prix
GAS,SOFT,2.0,35.0,0 days 00:02:17.502000,,4,2023,10,British Grand Prix
GAS,SOFT,2.0,36.0,0 days 00:02:24.007000,,4,2023,10,British Grand Prix
GAS,SOFT,2.0,37.0,0 days 00:02:25.817000,,4,2023,10,British Grand Prix
GAS,SOFT,2.0,38.0,0 days 00:02:13.934000,,41,2023,10,British Grand Prix
GAS,SOFT,2.0,39.0,0 days 00:01:32.980000,,1,2023,10,British Grand Prix
GAS,SOFT,2.0,40.0,0 days 00:01:32.823000,,1,2023,10,British Grand Prix
GAS,SOFT,2.0,41.0,0 days 00:01:31.827000,,1,2023,10,British Grand Prix
GAS,SOFT,2.0,42.0,0 days 00:01:31.539000,,1,2023,10,British Grand Prix
GAS,SOFT,2.0,43.0,0 days 00:01:31.648000,,1,2023,10,British Grand Prix
GAS,SOFT,2.0,44.0,0 days 00:01:32.862000,,1,2023,10,British Grand Prix
GAS,SOFT,2.0,45.0,0 days 00:01:36.665000,,1,2023,10,British Grand Prix
GAS,SOFT,2.0,46.0,,0 days 02:19:37.355000,1,2023,10,British Grand Prix
OCO,SOFT,1.0,1.0,0 days 00:01:42.516000,,1,2023,10,British Grand Prix
OCO,SOFT,1.0,2.0,0 days 00:01:35.230000,,1,2023,10,British Grand Prix
OCO,SOFT,1.0,3.0,0 days 00:01:34.113000,,1,2023,10,British Grand Prix
OCO,SOFT,1.0,4.0,0 days 00:01:33.941000,,1,2023,10,British Grand Prix
OCO,SOFT,1.0,5.0,0 days 00:01:33.946000,,1,2023,10,British Grand Prix
OCO,SOFT,1.0,6.0,0 days 00:01:34.381000,,1,2023,10,British Grand Prix
OCO,SOFT,1.0,7.0,0 days 00:01:34.346000,,1,2023,10,British Grand Prix
OCO,SOFT,1.0,8.0,0 days 00:01:34.032000,,1,2023,10,British Grand Prix
OCO,SOFT,1.0,9.0,0 days 00:01:33.846000,0 days 01:16:19.340000,1,2023,10,British Grand Prix
OCO,MEDIUM,1.0,1.0,0 days 00:01:46.965000,,12,2023,11,Hungarian Grand Prix
OCO,MEDIUM,1.0,2.0,0 days 00:01:41.181000,0 days 01:05:30.774000,1,2023,11,Hungarian Grand Prix
GAS,SOFT,1.0,1.0,0 days 00:02:04.981000,0 days 01:04:07.619000,12,2023,11,Hungarian Grand Prix
OCO,SOFT,1.0,1.0,0 days 00:02:01.887000,,1,2023,12,Belgian Grand Prix
OCO,SOFT,1.0,2.0,0 days 00:01:55.421000,,12,2023,12,Belgian Grand Prix
OCO,SOFT,1.0,3.0,0 days 00:01:53.760000,,21,2023,12,Belgian Grand Prix
OCO,SOFT,1.0,4.0,0 days 00:01:54.967000,,1,2023,12,Belgian Grand Prix
OCO,SOFT,1.0,5.0,0 days 00:01:55.853000,,1,2023,12,Belgian Grand Prix
OCO,SOFT,1.0,6.0,0 days 00:02:00.088000,0 days 01:14:23.044000,1,2023,12,Belgian Grand Prix
OCO,MEDIUM,2.0,7.0,0 days 00:02:06.224000,,1,2023,12,Belgian Grand Prix
OCO,MEDIUM,2.0,8.0,0 days 00:01:52.486000,,1,2023,12,Belgian Grand Prix
OCO,MEDIUM,2.0,9.0,0 days 00:01:53.128000,,1,2023,12,Belgian Grand Prix
OCO,MEDIUM,2.0,10.0,0 days 00:01:52.232000,,1,2023,12,Belgian Grand Prix
OCO,MEDIUM,2.0,11.0,0 days 00:01:52.962000,,1,2023,12,Belgian Grand Prix
OCO,MEDIUM,2.0,12.0,0 days 00:01:53.238000,,1,2023,12,Belgian Grand Prix
OCO,MEDIUM,2.0,13.0,0 days 00:01:53.389000,,1,2023,12,Belgian Grand Prix
OCO,MEDIUM,2.0,14.0,0 days 00:01:54.085000,,1,2023,12,Belgian Grand Prix
OCO,MEDIUM,2.0,15.0,0 days 00:01:54.456000,,1,2023,12,Belgian Grand Prix
OCO,MEDIUM,2.0,16.0,0 days 00:01:53.606000,,1,2023,12,Belgian Grand Prix
OCO,MEDIUM,2.0,17.0,0 days 00:01:53.702000,,1,2023,12,Belgian Grand Prix
OCO,MEDIUM,2.0,18.0,0 days 00:01:54.951000,,1,2023,12,Belgian Grand Prix
OCO,MEDIUM,2.0,19.0,0 days 00:01:55.886000,,1,2023,12,Belgian Grand Prix
OCO,MEDIUM,2.0,20.0,0 days 00:01:56.533000,,1,2023,12,Belgian Grand Prix
OCO,MEDIUM,2.0,21.0,0 days 00:01:56.379000,,1,2023,12,Belgian Grand Prix
OCO,MEDIUM,2.0,22.0,0 days 00:01:57.125000,,1,2023,12,Belgian Grand Prix
OCO,MEDIUM,2.0,23.0,0 days 00:01:55.109000,,1,2023,12,Belgian Grand Prix
OCO,MEDIUM,2.0,24.0,0 days 00:01:53.714000,,1,2023,12,Belgian Grand Prix
OCO,MEDIUM,2.0,25.0,0 days 00:01:57.520000,0 days 01:50:49.770000,1,2023,12,Belgian Grand Prix
OCO,SOFT,3.0,26.0,0 days 00:02:05.354000,,1,2023,12,Belgian Grand Prix
OCO,SOFT,3.0,27.0,0 days 00:01:50.439000,,1,2023,12,Belgian Grand Prix
OCO,SOFT,3.0,28.0,0 days 00:01:50.774000,,1,2023,12,Belgian Grand Prix
OCO,SOFT,3.0,29.0,0 days 00:01:52.095000,,1,2023,12,Belgian Grand Prix
OCO,SOFT,3.0,30.0,0 days 00:01:51.758000,,1,2023,12,Belgian Grand Prix
OCO,SOFT,3.0,31.0,0 days 00:01:51.807000,,1,2023,12,Belgian Grand Prix
OCO,SOFT,3.0,32.0,0 days 00:01:51.595000,,1,2023,12,Belgian Grand Prix
OCO,SOFT,3.0,33.0,0 days 00:01:51.864000,,1,2023,12,Belgian Grand Prix
OCO,SOFT,3.0,34.0,0 days 00:01:52.092000,,1,2023,12,Belgian Grand Prix
OCO,SOFT,3.0,35.0,0 days 00:01:52.727000,,1,2023,12,Belgian Grand Prix
OCO,SOFT,3.0,36.0,0 days 00:01:52.533000,,1,2023,12,Belgian Grand Prix
OCO,SOFT,3.0,37.0,0 days 00:01:51.809000,,1,2023,12,Belgian Grand Prix
OCO,SOFT,3.0,38.0,0 days 00:01:51.484000,,1,2023,12,Belgian Grand Prix
OCO,SOFT,3.0,39.0,0 days 00:01:51.869000,,1,2023,12,Belgian Grand Prix
OCO,SOFT,3.0,40.0,0 days 00:01:51.876000,,1,2023,12,Belgian Grand Prix
OCO,SOFT,3.0,41.0,0 days 00:01:51.098000,,1,2023,12,Belgian Grand Prix
OCO,SOFT,3.0,42.0,0 days 00:01:51.710000,,1,2023,12,Belgian Grand Prix
OCO,SOFT,3.0,43.0,0 days 00:01:51.664000,,1,2023,12,Belgian Grand Prix
OCO,SOFT,3.0,44.0,0 days 00:01:51.920000,,12,2023,12,Belgian Grand Prix
GAS,SOFT,1.0,1.0,0 days 00:02:02.849000,,1,2023,12,Belgian Grand Prix
GAS,SOFT,1.0,2.0,0 days 00:01:56.015000,,12,2023,12,Belgian Grand Prix
GAS,SOFT,1.0,3.0,0 days 00:01:54.814000,,21,2023,12,Belgian Grand Prix
GAS,SOFT,1.0,4.0,0 days 00:01:54.371000,,1,2023,12,Belgian Grand Prix
GAS,SOFT,1.0,5.0,0 days 00:01:55.415000,,1,2023,12,Belgian Grand Prix
GAS,SOFT,1.0,6.0,0 days 00:01:55.560000,,1,2023,12,Belgian Grand Prix
GAS,SOFT,1.0,7.0,0 days 00:01:55.449000,,1,2023,12,Belgian Grand Prix
GAS,SOFT,1.0,8.0,0 days 00:01:53.984000,,1,2023,12,Belgian Grand Prix
GAS,SOFT,1.0,9.0,0 days 00:01:53.430000,,1,2023,12,Belgian Grand Prix
GAS,SOFT,1.0,10.0,0 days 00:01:53.587000,,1,2023,12,Belgian Grand Prix
GAS,SOFT,1.0,11.0,0 days 00:01:53.822000,,1,2023,12,Belgian Grand Prix
GAS,SOFT,1.0,12.0,0 days 00:01:53.641000,,1,2023,12,Belgian Grand Prix
GAS,SOFT,1.0,13.0,0 days 00:01:53.769000,,1,2023,12,Belgian Grand Prix
GAS,SOFT,1.0,14.0,0 days 00:01:54.014000,,1,2023,12,Belgian Grand Prix
GAS,SOFT,1.0,15.0,0 days 00:01:55.359000,,1,2023,12,Belgian Grand Prix
GAS,SOFT,1.0,16.0,0 days 00:01:54.782000,,1,2023,12,Belgian Grand Prix
GAS,SOFT,1.0,17.0,0 days 00:01:54.870000,,1,2023,12,Belgian Grand Prix
GAS,SOFT,1.0,18.0,0 days 00:01:55.278000,,1,2023,12,Belgian Grand Prix
GAS,SOFT,1.0,19.0,0 days 00:01:55.566000,,1,2023,12,Belgian Grand Prix
GAS,SOFT,1.0,20.0,0 days 00:01:56.854000,,1,2023,12,Belgian Grand Prix
GAS,SOFT,1.0,21.0,0 days 00:01:56.834000,,1,2023,12,Belgian Grand Prix
GAS,SOFT,1.0,22.0,0 days 00:01:57.187000,,1,2023,12,Belgian Grand Prix
GAS,SOFT,1.0,23.0,0 days 00:02:01.280000,0 days 01:46:59.804000,1,2023,12,Belgian Grand Prix
GAS,MEDIUM,2.0,24.0,0 days 00:02:09.405000,,1,2023,12,Belgian Grand Prix
GAS,MEDIUM,2.0,25.0,0 days 00:01:50.911000,,1,2023,12,Belgian Grand Prix
GAS,MEDIUM,2.0,26.0,0 days 00:01:51.509000,,1,2023,12,Belgian Grand Prix
GAS,MEDIUM,2.0,27.0,0 days 00:01:51.966000,,1,2023,12,Belgian Grand Prix
GAS,MEDIUM,2.0,28.0,0 days 00:01:52.131000,,1,2023,12,Belgian Grand Prix
GAS,MEDIUM,2.0,29.0,0 days 00:01:53.343000,,1,2023,12,Belgian Grand Prix
GAS,MEDIUM,2.0,30.0,0 days 00:01:52.362000,,1,2023,12,Belgian Grand Prix
GAS,MEDIUM,2.0,31.0,0 days 00:01:52.866000,,1,2023,12,Belgian Grand Prix
GAS,MEDIUM,2.0,32.0,0 days 00:01:53.097000,,1,2023,12,Belgian Grand Prix
GAS,MEDIUM,2.0,33.0,0 days 00:01:52.384000,,1,2023,12,Belgian Grand Prix
GAS,MEDIUM,2.0,34.0,0 days 00:01:52.246000,,1,2023,12,Belgian Grand Prix
GAS,MEDIUM,2.0,35.0,0 days 00:01:52.022000,,1,2023,12,Belgian Grand Prix
GAS,MEDIUM,2.0,36.0,0 days 00:01:52.227000,,1,2023,12,Belgian Grand Prix
GAS,MEDIUM,2.0,37.0,0 days 00:01:51.902000,,1,2023,12,Belgian Grand Prix
GAS,MEDIUM,2.0,38.0,0 days 00:01:51.831000,,1,2023,12,Belgian Grand Prix
GAS,MEDIUM,2.0,39.0,0 days 00:01:52.369000,,1,2023,12,Belgian Grand Prix
GAS,MEDIUM,2.0,40.0,0 days 00:01:52.084000,,1,2023,12,Belgian Grand Prix
GAS,MEDIUM,2.0,41.0,0 days 00:01:51.800000,,1,2023,12,Belgian Grand Prix
